Sample_ID,Architecture,Tool,Success_Status,Time_s,Mem_MB,Func_Count,Block_Count,IR_Stmt_Count
CWE401_Memory_Leak__int_realloc_02_riscv64_O0.bad,UCB RISC-V,bap,Success,4.52,28.96,0,1180,1184
CWE401_Memory_Leak__int_realloc_02_riscv64_O0.bad,UCB RISC-V,llvm,Success,.01,8.76,0,0,0
CWE401_Memory_Leak__int64_t_realloc_44_x86_64_Ofast.good,x86-64,ghidra,Success,7.59,796.15,133,193,2049
CWE401_Memory_Leak__int64_t_realloc_44_x86_64_Ofast.good,x86-64,angr,Success,.93,134.86,212,325,2863
CWE401_Memory_Leak__int64_t_realloc_44_x86_64_Ofast.good,x86-64,bap,Success,4.55,28.54,0,652,1595
CWE401_Memory_Leak__int64_t_realloc_44_x86_64_Ofast.good,x86-64,llvm,Success,.01,9.79,0,0,753
CWE401_Memory_Leak__twoIntsStruct_realloc_15_x86_64_Os.good,x86-64,ghidra,Success,7.65,688.41,133,194,2023
CWE401_Memory_Leak__twoIntsStruct_realloc_15_x86_64_Os.good,x86-64,angr,Success,.89,134.00,155,269,2844
CWE401_Memory_Leak__twoIntsStruct_realloc_15_x86_64_Os.good,x86-64,bap,Success,4.60,28.33,0,640,1583
CWE401_Memory_Leak__twoIntsStruct_realloc_15_x86_64_Os.good,x86-64,llvm,Success,.01,9.92,0,0,689
CWE401_Memory_Leak__malloc_realloc_int64_t_11_x86_64_Ofast.bad,x86-64,ghidra,Success,7.84,793.33,135,236,2410
CWE401_Memory_Leak__malloc_realloc_int64_t_11_x86_64_Ofast.bad,x86-64,angr,Success,.91,135.53,216,372,3455
CWE401_Memory_Leak__malloc_realloc_int64_t_11_x86_64_Ofast.bad,x86-64,bap,Success,4.60,28.73,0,780,1923
CWE401_Memory_Leak__malloc_realloc_int64_t_11_x86_64_Ofast.bad,x86-64,llvm,Success,.01,10.12,0,0,871
CWE401_Memory_Leak__int_realloc_03_x86_64_O0.good,x86-64,ghidra,Success,7.91,755.74,138,237,3440
CWE401_Memory_Leak__int_realloc_03_x86_64_O0.good,x86-64,angr,Success,.94,134.99,160,314,4784
CWE401_Memory_Leak__int_realloc_03_x86_64_O0.good,x86-64,bap,Success,4.69,28.57,0,1096,2492
CWE401_Memory_Leak__int_realloc_03_x86_64_O0.good,x86-64,llvm,Success,.01,10.32,0,0,1133
CWE401_Memory_Leak__malloc_realloc_int_08_mips_Ofast.good,MIPS,ghidra,Success,8.38,876.74,110,196,2829
CWE401_Memory_Leak__malloc_realloc_int_08_mips_Ofast.good,MIPS,angr,Success,1.01,133.89,108,222,3054
CWE401_Memory_Leak__malloc_realloc_int_08_mips_Ofast.good,MIPS,bap,Success,4.39,28.71,0,970,946
CWE401_Memory_Leak__malloc_realloc_int_08_mips_Ofast.good,MIPS,llvm,Success,.01,8.56,0,0,0
CWE401_Memory_Leak__char_malloc_09_x86_64_O1.bad,x86-64,ghidra,Success,7.86,834.03,133,243,2509
CWE401_Memory_Leak__char_malloc_09_x86_64_O1.bad,x86-64,angr,Success,.89,134.56,154,317,3692
CWE401_Memory_Leak__char_malloc_09_x86_64_O1.bad,x86-64,bap,Success,5.61,28.77,0,781,2032
CWE401_Memory_Leak__char_malloc_09_x86_64_O1.bad,x86-64,llvm,Success,.01,9.93,0,0,820
CWE401_Memory_Leak__int_realloc_10_riscv64_O1.bad,UCB RISC-V,ghidra,Success,7.68,797.83,129,237,1894
CWE401_Memory_Leak__int_realloc_10_riscv64_O1.bad,UCB RISC-V,angr,Failure - Crash,.73,112.33,0,0,0
CWE401_Memory_Leak__int_realloc_10_riscv64_O1.bad,UCB RISC-V,bap,Success,8.59,28.41,0,862,910
CWE401_Memory_Leak__int_realloc_10_riscv64_O1.bad,UCB RISC-V,llvm,Success,.02,8.73,0,0,0
CWE197_Numeric_Truncation_Error__int_large_to_char_18_armel_O1.bad,ARM,ghidra,Success,65.24,936.99,1302,32082,735726
CWE197_Numeric_Truncation_Error__int_large_to_char_18_armel_O1.bad,ARM,angr,Success,21.98,511.50,3683,33610,657407
CWE197_Numeric_Truncation_Error__int_large_to_char_18_armel_O1.bad,ARM,bap,Success,48.03,28.47,0,123805,219581
CWE197_Numeric_Truncation_Error__int_large_to_char_18_armel_O1.bad,ARM,llvm,Success,.01,8.77,0,0,0
CWE401_Memory_Leak__twoIntsStruct_realloc_18_mips_O2.bad,MIPS,ghidra,Success,7.07,747.74,107,174,2636
CWE401_Memory_Leak__twoIntsStruct_realloc_18_mips_O2.bad,MIPS,angr,Success,1.00,133.51,105,199,2777
CWE401_Memory_Leak__twoIntsStruct_realloc_18_mips_O2.bad,MIPS,bap,Success,4.50,28.78,0,897,869
CWE401_Memory_Leak__twoIntsStruct_realloc_18_mips_O2.bad,MIPS,llvm,Success,.01,8.74,0,0,0
CWE401_Memory_Leak__char_realloc_02_mips_O1.good,MIPS,ghidra,Success,8.09,744.21,108,201,3149
CWE401_Memory_Leak__char_realloc_02_mips_O1.good,MIPS,angr,Success,1.02,134.21,107,227,3572
CWE401_Memory_Leak__char_realloc_02_mips_O1.good,MIPS,bap,Success,4.46,28.62,0,1095,1044
CWE401_Memory_Leak__char_realloc_02_mips_O1.good,MIPS,llvm,Success,.01,8.34,0,0,0
CWE366_Race_Condition_Within_Thread__int_byref_01_armel_O1.bad,ARM,ghidra,Success,8.93,712.04,135,278,6507
CWE366_Race_Condition_Within_Thread__int_byref_01_armel_O1.bad,ARM,angr,Success,.91,133.81,116,302,4776
CWE366_Race_Condition_Within_Thread__int_byref_01_armel_O1.bad,ARM,bap,Success,4.57,28.93,0,1052,2012
CWE366_Race_Condition_Within_Thread__int_byref_01_armel_O1.bad,ARM,llvm,Success,.01,8.25,0,0,0
CWE401_Memory_Leak__int_realloc_34_riscv64_O0.good,UCB RISC-V,ghidra,Success,8.03,707.37,132,213,2644
CWE401_Memory_Leak__int_realloc_34_riscv64_O0.good,UCB RISC-V,angr,Failure - Crash,.74,112.78,0,0,0
CWE401_Memory_Leak__int_realloc_34_riscv64_O0.good,UCB RISC-V,bap,Success,4.55,28.38,0,1124,1125
CWE401_Memory_Leak__int_realloc_34_riscv64_O0.good,UCB RISC-V,llvm,Success,.01,8.67,0,0,0
CWE197_Numeric_Truncation_Error__int_rand_to_char_05_mips_Os.bad,MIPS,ghidra,Success,8.02,800.00,104,164,2425
CWE197_Numeric_Truncation_Error__int_rand_to_char_05_mips_Os.bad,MIPS,angr,Success,1.07,133.26,102,188,2647
CWE197_Numeric_Truncation_Error__int_rand_to_char_05_mips_Os.bad,MIPS,bap,Success,4.40,28.22,0,813,792
CWE197_Numeric_Truncation_Error__int_rand_to_char_05_mips_Os.bad,MIPS,llvm,Success,.01,8.67,0,0,0
CWE401_Memory_Leak__char_malloc_34_armel_Os.good,ARM,ghidra,Success,65.98,990.59,1303,32072,735452
CWE401_Memory_Leak__char_malloc_34_armel_Os.good,ARM,angr,Success,21.69,510.10,3588,33564,656510
CWE401_Memory_Leak__char_malloc_34_armel_Os.good,ARM,bap,Success,40.50,28.91,0,123784,219498
CWE401_Memory_Leak__char_malloc_34_armel_Os.good,ARM,llvm,Success,.01,8.78,0,0,0
CWE401_Memory_Leak__int64_t_malloc_18_x86_64_O0.good,x86-64,ghidra,Success,7.85,746.81,133,218,3001
CWE401_Memory_Leak__int64_t_malloc_18_x86_64_O0.good,x86-64,angr,Success,.87,134.25,154,292,4339
CWE401_Memory_Leak__int64_t_malloc_18_x86_64_O0.good,x86-64,bap,Success,4.67,28.72,0,1000,2191
CWE401_Memory_Leak__int64_t_malloc_18_x86_64_O0.good,x86-64,llvm,Success,.01,10.09,0,0,1045
CWE401_Memory_Leak__char_realloc_17_mips_O2.bad,MIPS,ghidra,Success,8.07,698.39,108,171,2618
CWE401_Memory_Leak__char_realloc_17_mips_O2.bad,MIPS,angr,Success,1.04,133.85,106,196,2778
CWE401_Memory_Leak__char_realloc_17_mips_O2.bad,MIPS,bap,Success,4.47,28.91,0,895,868
CWE401_Memory_Leak__char_realloc_17_mips_O2.bad,MIPS,llvm,Success,.01,8.70,0,0,0
CWE401_Memory_Leak__malloc_realloc_int_02_x86_64_O3.good,x86-64,ghidra,Success,7.77,677.64,135,214,2204
CWE401_Memory_Leak__malloc_realloc_int_02_x86_64_O3.good,x86-64,angr,Success,.91,135.23,214,348,3107
CWE401_Memory_Leak__malloc_realloc_int_02_x86_64_O3.good,x86-64,bap,Success,4.56,29.07,0,716,1754
CWE401_Memory_Leak__malloc_realloc_int_02_x86_64_O3.good,x86-64,llvm,Success,.01,9.86,0,0,816
CWE401_Memory_Leak__int64_t_calloc_42_armel_O3.bad,ARM,ghidra,Success,8.51,803.31,138,224,5715
CWE401_Memory_Leak__int64_t_calloc_42_armel_O3.bad,ARM,angr,Success,.90,133.28,119,250,3896
CWE401_Memory_Leak__int64_t_calloc_42_armel_O3.bad,ARM,bap,Success,4.48,28.14,0,874,1677
CWE401_Memory_Leak__int64_t_calloc_42_armel_O3.bad,ARM,llvm,Success,.01,8.33,0,0,0
CWE401_Memory_Leak__malloc_realloc_int64_t_04_mips_O1.bad,MIPS,ghidra,Success,8.18,755.59,108,207,3010
CWE401_Memory_Leak__malloc_realloc_int64_t_04_mips_O1.bad,MIPS,angr,Success,.99,133.82,107,234,3492
CWE401_Memory_Leak__malloc_realloc_int64_t_04_mips_O1.bad,MIPS,bap,Success,4.50,28.59,0,1071,1019
CWE401_Memory_Leak__malloc_realloc_int64_t_04_mips_O1.bad,MIPS,llvm,Success,.01,8.58,0,0,0
CWE197_Numeric_Truncation_Error__int_fscanf_to_char_41_x86_64_O2.bad,x86-64,ghidra,Success,7.67,734.21,133,184,1963
CWE197_Numeric_Truncation_Error__int_fscanf_to_char_41_x86_64_O2.bad,x86-64,angr,Success,.92,135.25,212,316,2714
CWE197_Numeric_Truncation_Error__int_fscanf_to_char_41_x86_64_O2.bad,x86-64,bap,Success,4.53,28.79,0,626,1517
CWE197_Numeric_Truncation_Error__int_fscanf_to_char_41_x86_64_O2.bad,x86-64,llvm,Success,.01,10.05,0,0,731
CWE197_Numeric_Truncation_Error__int_connect_socket_to_short_03_armel_O2.good,ARM,ghidra,Success,65.67,1020.31,1304,32097,736172
CWE197_Numeric_Truncation_Error__int_connect_socket_to_short_03_armel_O2.good,ARM,angr,Success,22.99,511.32,3630,33553,657853
CWE197_Numeric_Truncation_Error__int_connect_socket_to_short_03_armel_O2.good,ARM,bap,Success,40.76,29.03,0,123868,219450
CWE197_Numeric_Truncation_Error__int_connect_socket_to_short_03_armel_O2.good,ARM,llvm,Success,.01,8.82,0,0,0
CWE401_Memory_Leak__int64_t_calloc_07_x86_64_O1.good,x86-64,ghidra,Success,7.75,714.38,136,221,2163
CWE401_Memory_Leak__int64_t_calloc_07_x86_64_O1.good,x86-64,angr,Success,.88,134.37,158,298,3291
CWE401_Memory_Leak__int64_t_calloc_07_x86_64_O1.good,x86-64,bap,Success,4.59,28.62,0,702,1793
CWE401_Memory_Leak__int64_t_calloc_07_x86_64_O1.good,x86-64,llvm,Success,.01,10.00,0,0,751
CWE197_Numeric_Truncation_Error__int_rand_to_short_31_mips_O3.good,MIPS,ghidra,Success,8.19,815.69,104,165,2457
CWE197_Numeric_Truncation_Error__int_rand_to_short_31_mips_O3.good,MIPS,angr,Success,.99,133.51,102,189,2626
CWE197_Numeric_Truncation_Error__int_rand_to_short_31_mips_O3.good,MIPS,bap,Success,4.40,28.19,0,827,802
CWE197_Numeric_Truncation_Error__int_rand_to_short_31_mips_O3.good,MIPS,llvm,Success,.01,8.80,0,0,0
CWE401_Memory_Leak__strdup_char_21_x86_64_Os.bad,x86-64,ghidra,Success,7.71,749.22,132,194,2054
CWE401_Memory_Leak__strdup_char_21_x86_64_Os.bad,x86-64,angr,Success,.88,134.14,154,269,2927
CWE401_Memory_Leak__strdup_char_21_x86_64_Os.bad,x86-64,bap,Success,4.52,28.47,0,659,1600
CWE401_Memory_Leak__strdup_char_21_x86_64_Os.bad,x86-64,llvm,Success,.01,10.03,0,0,708
CWE197_Numeric_Truncation_Error__int_listen_socket_to_char_11_riscv64_O3.bad,UCB RISC-V,ghidra,Success,7.86,789.62,143,233,1790
CWE197_Numeric_Truncation_Error__int_listen_socket_to_char_11_riscv64_O3.bad,UCB RISC-V,angr,Failure - Crash,.74,112.67,0,0,0
CWE197_Numeric_Truncation_Error__int_listen_socket_to_char_11_riscv64_O3.bad,UCB RISC-V,bap,Success,4.43,28.53,0,808,836
CWE197_Numeric_Truncation_Error__int_listen_socket_to_char_11_riscv64_O3.bad,UCB RISC-V,llvm,Success,.01,8.46,0,0,0
CWE401_Memory_Leak__int_calloc_31_x86_64_Ofast.good,x86-64,ghidra,Success,7.70,792.32,136,195,2057
CWE401_Memory_Leak__int_calloc_31_x86_64_Ofast.good,x86-64,angr,Success,.91,135.12,216,330,2882
CWE401_Memory_Leak__int_calloc_31_x86_64_Ofast.good,x86-64,bap,Success,4.61,28.50,0,662,1607
CWE401_Memory_Leak__int_calloc_31_x86_64_Ofast.good,x86-64,llvm,Success,.01,10.35,0,0,763
CWE401_Memory_Leak__int64_t_realloc_09_mips_Ofast.bad,MIPS,ghidra,Success,8.22,781.86,109,188,2657
CWE401_Memory_Leak__int64_t_realloc_09_mips_Ofast.bad,MIPS,angr,Success,1.05,133.77,107,213,2823
CWE401_Memory_Leak__int64_t_realloc_09_mips_Ofast.bad,MIPS,bap,Success,4.42,28.72,0,922,890
CWE401_Memory_Leak__int64_t_realloc_09_mips_Ofast.bad,MIPS,llvm,Success,.01,8.39,0,0,0
CWE401_Memory_Leak__char_realloc_31_riscv64_O0.good,UCB RISC-V,ghidra,Success,7.90,664.24,132,213,2836
CWE401_Memory_Leak__char_realloc_31_riscv64_O0.good,UCB RISC-V,angr,Failure - Crash,.75,112.67,0,0,0
CWE401_Memory_Leak__char_realloc_31_riscv64_O0.good,UCB RISC-V,bap,Success,4.47,28.07,0,1193,1197
CWE401_Memory_Leak__char_realloc_31_riscv64_O0.good,UCB RISC-V,llvm,Success,.01,8.46,0,0,0
CWE401_Memory_Leak__twoIntsStruct_calloc_31_riscv64_O3.bad,UCB RISC-V,ghidra,Success,7.91,792.14,129,199,1591
CWE401_Memory_Leak__twoIntsStruct_calloc_31_riscv64_O3.bad,UCB RISC-V,angr,Failure - Crash,.74,112.58,0,0,0
CWE401_Memory_Leak__twoIntsStruct_calloc_31_riscv64_O3.bad,UCB RISC-V,bap,Success,4.40,28.30,0,727,755
CWE401_Memory_Leak__twoIntsStruct_calloc_31_riscv64_O3.bad,UCB RISC-V,llvm,Success,.01,8.76,0,0,0
CWE401_Memory_Leak__struct_twoIntsStruct_malloc_44_mips_O0.bad,MIPS,ghidra,Success,8.15,699.08,111,200,3911
CWE401_Memory_Leak__struct_twoIntsStruct_malloc_44_mips_O0.bad,MIPS,angr,Success,1.06,134.61,109,225,4819
CWE401_Memory_Leak__struct_twoIntsStruct_malloc_44_mips_O0.bad,MIPS,bap,Success,4.59,28.36,0,1563,1409
CWE401_Memory_Leak__struct_twoIntsStruct_malloc_44_mips_O0.bad,MIPS,llvm,Success,.01,8.46,0,0,0
CWE401_Memory_Leak__struct_twoIntsStruct_malloc_17_mips_O3.good,MIPS,ghidra,Success,8.10,732.86,107,174,2636
CWE401_Memory_Leak__struct_twoIntsStruct_malloc_17_mips_O3.good,MIPS,angr,Success,.98,133.78,105,199,2777
CWE401_Memory_Leak__struct_twoIntsStruct_malloc_17_mips_O3.good,MIPS,bap,Success,4.45,28.30,0,897,869
CWE401_Memory_Leak__struct_twoIntsStruct_malloc_17_mips_O3.good,MIPS,llvm,Success,.01,8.70,0,0,0
CWE401_Memory_Leak__char_calloc_21_x86_64_O1.bad,x86-64,ghidra,Success,7.65,704.79,135,223,2266
CWE401_Memory_Leak__char_calloc_21_x86_64_O1.bad,x86-64,angr,Success,.90,134.16,157,300,3394
CWE401_Memory_Leak__char_calloc_21_x86_64_O1.bad,x86-64,bap,Success,4.59,28.49,0,729,1849
CWE401_Memory_Leak__char_calloc_21_x86_64_O1.bad,x86-64,llvm,Success,.01,10.04,0,0,776
CWE484_Omitted_Break_Statement_in_Switch__basic_16_mips_O1.good,MIPS,ghidra,Success,8.17,820.69,104,200,2861
CWE484_Omitted_Break_Statement_in_Switch__basic_16_mips_O1.good,MIPS,angr,Success,1.00,133.69,103,225,3346
CWE484_Omitted_Break_Statement_in_Switch__basic_16_mips_O1.good,MIPS,bap,Success,4.49,27.96,0,1026,972
CWE484_Omitted_Break_Statement_in_Switch__basic_16_mips_O1.good,MIPS,llvm,Success,.01,8.76,0,0,0
CWE401_Memory_Leak__strdup_char_17_riscv64_O1.good,UCB RISC-V,ghidra,Success,7.88,735.52,128,216,1899
CWE401_Memory_Leak__strdup_char_17_riscv64_O1.good,UCB RISC-V,angr,Failure - Crash,.74,112.91,0,0,0
CWE401_Memory_Leak__strdup_char_17_riscv64_O1.good,UCB RISC-V,bap,Success,4.48,28.48,0,848,887
CWE401_Memory_Leak__strdup_char_17_riscv64_O1.good,UCB RISC-V,llvm,Success,.01,8.38,0,0,0
CWE401_Memory_Leak__int_calloc_11_armel_Ofast.good,ARM,ghidra,Success,8.54,682.69,139,254,5910
CWE401_Memory_Leak__int_calloc_11_armel_Ofast.good,ARM,angr,Success,.96,133.67,120,280,4116
CWE401_Memory_Leak__int_calloc_11_armel_Ofast.good,ARM,bap,Success,4.58,28.52,0,934,1799
CWE401_Memory_Leak__int_calloc_11_armel_Ofast.good,ARM,llvm,Success,.01,8.85,0,0,0
CWE401_Memory_Leak__int64_t_calloc_32_mips_O3.bad,MIPS,ghidra,Success,8.34,764.17,109,172,2538
CWE401_Memory_Leak__int64_t_calloc_32_mips_O3.bad,MIPS,angr,Success,.98,133.31,107,198,2689
CWE401_Memory_Leak__int64_t_calloc_32_mips_O3.bad,MIPS,bap,Success,4.45,28.33,0,875,852
CWE401_Memory_Leak__int64_t_calloc_32_mips_O3.bad,MIPS,llvm,Success,.01,8.72,0,0,0
CWE401_Memory_Leak__struct_twoIntsStruct_realloc_34_riscv64_O3.good,UCB RISC-V,ghidra,Success,7.75,707.55,126,197,1581
CWE401_Memory_Leak__struct_twoIntsStruct_realloc_34_riscv64_O3.good,UCB RISC-V,angr,Failure - Crash,.74,112.66,0,0,0
CWE401_Memory_Leak__struct_twoIntsStruct_realloc_34_riscv64_O3.good,UCB RISC-V,bap,Success,4.40,28.37,0,722,748
CWE401_Memory_Leak__struct_twoIntsStruct_realloc_34_riscv64_O3.good,UCB RISC-V,llvm,Success,.01,8.78,0,0,0
CWE401_Memory_Leak__struct_twoIntsStruct_realloc_45_mips_O2.good,MIPS,ghidra,Success,8.19,735.98,107,174,2636
CWE401_Memory_Leak__struct_twoIntsStruct_realloc_45_mips_O2.good,MIPS,angr,Success,1.07,133.25,105,199,2779
CWE401_Memory_Leak__struct_twoIntsStruct_realloc_45_mips_O2.good,MIPS,bap,Success,4.49,28.78,0,897,869
CWE401_Memory_Leak__struct_twoIntsStruct_realloc_45_mips_O2.good,MIPS,llvm,Success,.01,8.28,0,0,0
CWE366_Race_Condition_Within_Thread__int_byref_07_armel_O2.bad,ARM,ghidra,Success,65.65,956.00,1307,32132,736382
CWE366_Race_Condition_Within_Thread__int_byref_07_armel_O2.bad,ARM,angr,Success,20.87,512.01,3732,33622,657983
CWE366_Race_Condition_Within_Thread__int_byref_07_armel_O2.bad,ARM,bap,Success,40.49,28.30,0,123891,219550
CWE366_Race_Condition_Within_Thread__int_byref_07_armel_O2.bad,ARM,llvm,Success,.01,8.34,0,0,0
CWE401_Memory_Leak__malloc_realloc_char_09_mips_O2.bad,MIPS,ghidra,Success,8.28,718.28,111,197,3016
CWE401_Memory_Leak__malloc_realloc_char_09_mips_O2.bad,MIPS,angr,Success,1.04,134.00,109,223,3256
CWE401_Memory_Leak__malloc_realloc_char_09_mips_O2.bad,MIPS,bap,Success,4.46,28.81,0,1027,995
CWE401_Memory_Leak__malloc_realloc_char_09_mips_O2.bad,MIPS,llvm,Success,.01,8.52,0,0,0
CWE401_Memory_Leak__malloc_realloc_twoIntsStruct_16_armel_O0.bad,ARM,ghidra,Success,8.76,757.24,140,251,7831
CWE401_Memory_Leak__malloc_realloc_twoIntsStruct_16_armel_O0.bad,ARM,angr,Success,.91,134.00,119,277,5478
CWE401_Memory_Leak__malloc_realloc_twoIntsStruct_16_armel_O0.bad,ARM,bap,Success,4.58,28.49,0,1289,2145
CWE401_Memory_Leak__malloc_realloc_twoIntsStruct_16_armel_O0.bad,ARM,llvm,Success,.01,8.62,0,0,0
CWE401_Memory_Leak__malloc_realloc_struct_twoIntsStruct_14_riscv64_O3.good,UCB RISC-V,ghidra,Success,7.79,735.07,128,236,1818
CWE401_Memory_Leak__malloc_realloc_struct_twoIntsStruct_14_riscv64_O3.good,UCB RISC-V,angr,Failure - Crash,.74,112.33,0,0,0
CWE401_Memory_Leak__malloc_realloc_struct_twoIntsStruct_14_riscv64_O3.good,UCB RISC-V,bap,Success,4.41,28.91,0,847,889
CWE401_Memory_Leak__malloc_realloc_struct_twoIntsStruct_14_riscv64_O3.good,UCB RISC-V,llvm,Success,.01,8.61,0,0,0
CWE401_Memory_Leak__int64_t_realloc_41_x86_64_Os.good,x86-64,ghidra,Success,7.54,720.07,132,185,1825
CWE401_Memory_Leak__int64_t_realloc_41_x86_64_Os.good,x86-64,angr,Success,.93,133.95,154,260,2653
CWE401_Memory_Leak__int64_t_realloc_41_x86_64_Os.good,x86-64,bap,Success,4.56,28.84,0,604,1438
CWE401_Memory_Leak__int64_t_realloc_41_x86_64_Os.good,x86-64,llvm,Success,.01,10.05,0,0,655
CWE401_Memory_Leak__char_malloc_15_x86_64_O2.bad,x86-64,ghidra,Success,7.74,734.94,133,196,2195
CWE401_Memory_Leak__char_malloc_15_x86_64_O2.bad,x86-64,angr,Success,.91,134.98,212,327,2924
CWE401_Memory_Leak__char_malloc_15_x86_64_O2.bad,x86-64,bap,Success,4.58,28.88,0,673,1700
CWE401_Memory_Leak__char_malloc_15_x86_64_O2.bad,x86-64,llvm,Success,.01,10.15,0,0,772
CWE401_Memory_Leak__twoIntsStruct_malloc_05_mips_O3.bad,MIPS,ghidra,Success,8.11,745.37,108,178,2709
CWE401_Memory_Leak__twoIntsStruct_malloc_05_mips_O3.bad,MIPS,angr,Success,1.06,133.44,106,203,2870
CWE401_Memory_Leak__twoIntsStruct_malloc_05_mips_O3.bad,MIPS,bap,Success,4.51,28.29,0,927,896
CWE401_Memory_Leak__twoIntsStruct_malloc_05_mips_O3.bad,MIPS,llvm,Success,.01,8.76,0,0,0
CWE401_Memory_Leak__malloc_realloc_int64_t_05_x86_64_O3.bad,x86-64,ghidra,Success,7.75,796.95,134,218,2207
CWE401_Memory_Leak__malloc_realloc_int64_t_05_x86_64_O3.bad,x86-64,angr,Success,.91,135.10,212,351,3163
CWE401_Memory_Leak__malloc_realloc_int64_t_05_x86_64_O3.bad,x86-64,bap,Success,4.55,28.53,0,732,1762
CWE401_Memory_Leak__malloc_realloc_int64_t_05_x86_64_O3.bad,x86-64,llvm,Success,.01,10.16,0,0,825
CWE401_Memory_Leak__char_malloc_11_armel_Ofast.bad,ARM,ghidra,Success,65.38,972.44,1304,32102,735982
CWE401_Memory_Leak__char_malloc_11_armel_Ofast.bad,ARM,angr,Success,21.77,511.78,3727,33617,657803
CWE401_Memory_Leak__char_malloc_11_armel_Ofast.bad,ARM,bap,Success,40.84,28.70,0,123873,219631
CWE401_Memory_Leak__char_malloc_11_armel_Ofast.bad,ARM,llvm,Success,.01,8.57,0,0,0
CWE197_Numeric_Truncation_Error__int_fscanf_to_short_45_riscv64_Os.good,UCB RISC-V,ghidra,Success,7.89,691.05,125,178,1447
CWE197_Numeric_Truncation_Error__int_fscanf_to_short_45_riscv64_Os.good,UCB RISC-V,angr,Failure - Crash,.75,112.66,0,0,0
CWE197_Numeric_Truncation_Error__int_fscanf_to_short_45_riscv64_Os.good,UCB RISC-V,bap,Success,4.41,28.45,0,654,669
CWE197_Numeric_Truncation_Error__int_fscanf_to_short_45_riscv64_Os.good,UCB RISC-V,llvm,Success,.01,8.44,0,0,0
CWE401_Memory_Leak__malloc_realloc_char_07_riscv64_O3.good,UCB RISC-V,ghidra,Success,7.89,799.23,130,218,1810
CWE401_Memory_Leak__malloc_realloc_char_07_riscv64_O3.good,UCB RISC-V,angr,Failure - Crash,.74,112.58,0,0,0
CWE401_Memory_Leak__malloc_realloc_char_07_riscv64_O3.good,UCB RISC-V,bap,Success,4.42,28.41,0,821,858
CWE401_Memory_Leak__malloc_realloc_char_07_riscv64_O3.good,UCB RISC-V,llvm,Success,.01,8.66,0,0,0
CWE197_Numeric_Truncation_Error__int_connect_socket_to_short_32_x86_64_O2.good,x86-64,ghidra,Success,7.66,715.64,146,202,2106
CWE197_Numeric_Truncation_Error__int_connect_socket_to_short_32_x86_64_O2.good,x86-64,angr,Success,.98,135.40,229,348,2988
CWE197_Numeric_Truncation_Error__int_connect_socket_to_short_32_x86_64_O2.good,x86-64,bap,Success,4.59,28.30,0,686,1619
CWE197_Numeric_Truncation_Error__int_connect_socket_to_short_32_x86_64_O2.good,x86-64,llvm,Success,.01,9.82,0,0,802
CWE197_Numeric_Truncation_Error__int_rand_to_char_02_armel_O0.good,ARM,ghidra,Success,66.74,1018.17,1304,32098,737620
CWE197_Numeric_Truncation_Error__int_rand_to_char_02_armel_O0.good,ARM,angr,Success,21.89,509.86,3589,33608,658744
CWE197_Numeric_Truncation_Error__int_rand_to_char_02_armel_O0.good,ARM,bap,Success,40.92,28.72,0,124110,219747
CWE197_Numeric_Truncation_Error__int_rand_to_char_02_armel_O0.good,ARM,llvm,Success,.01,8.52,0,0,0
CWE197_Numeric_Truncation_Error__int_large_to_char_34_mips_Os.bad,MIPS,ghidra,Success,7.99,728.00,104,153,2256
CWE197_Numeric_Truncation_Error__int_large_to_char_34_mips_Os.bad,MIPS,angr,Success,.99,133.34,102,177,2433
CWE197_Numeric_Truncation_Error__int_large_to_char_34_mips_Os.bad,MIPS,bap,Success,4.34,28.57,0,774,749
CWE197_Numeric_Truncation_Error__int_large_to_char_34_mips_Os.bad,MIPS,llvm,Success,.01,8.48,0,0,0
CWE366_Race_Condition_Within_Thread__global_int_10_riscv64_O0.bad,UCB RISC-V,ghidra,Success,8.21,712.08,128,273,3044
CWE366_Race_Condition_Within_Thread__global_int_10_riscv64_O0.bad,UCB RISC-V,angr,Failure - Crash,.73,112.55,0,0,0
CWE366_Race_Condition_Within_Thread__global_int_10_riscv64_O0.bad,UCB RISC-V,bap,Success,4.61,28.77,0,1347,1366
CWE366_Race_Condition_Within_Thread__global_int_10_riscv64_O0.bad,UCB RISC-V,llvm,Success,.01,8.62,0,0,0
CWE401_Memory_Leak__char_realloc_11_mips_O2.good,MIPS,ghidra,Success,8.19,750.78,108,209,3058
CWE401_Memory_Leak__char_realloc_11_mips_O2.good,MIPS,angr,Success,1.01,133.78,106,234,3289
CWE401_Memory_Leak__char_realloc_11_mips_O2.good,MIPS,bap,Success,4.46,28.79,0,1056,1011
CWE401_Memory_Leak__char_realloc_11_mips_O2.good,MIPS,llvm,Success,.01,8.80,0,0,0
CWE401_Memory_Leak__int64_t_realloc_14_mips_O3.bad,MIPS,ghidra,Success,8.18,758.39,108,186,2685
CWE401_Memory_Leak__int64_t_realloc_14_mips_O3.bad,MIPS,angr,Success,1.00,133.61,106,211,2857
CWE401_Memory_Leak__int64_t_realloc_14_mips_O3.bad,MIPS,bap,Success,4.43,28.96,0,931,898
CWE401_Memory_Leak__int64_t_realloc_14_mips_O3.bad,MIPS,llvm,Success,.01,8.51,0,0,0
